genre;artist_name;title;loudness;tempo;time_signature;key;mode;duration;avg_timbre1;avg_timbre2;avg_timbre3;avg_timbre4;avg_timbre5;avg_timbre6;avg_timbre7;avg_timbre8;avg_timbre9;avg_timbre10;avg_timbre11;avg_timbre12;var_timbre1;var_timbre2;var_timbre3;var_timbre4;var_timbre5;var_timbre6;var_timbre7;var_timbre8;var_timbre9;var_timbre10;var_timbre11;var_timbre12
classic pop and rock;Belbury Poly;Music_ Movement & Meaning?á;-20,664;0;1;7;1;86,46485;32,72752158;13,2522554;31,74667626;-1,913982014;-12,6842482;-11,66127338;-33,7068705;-23,35058633;-12,64093165;-11,45539928;1,382093525;-28,6899964;31,49293771;22929,32684;3490,765029;1555,751231;3912,02619;512,2254819;1488,43771;733,1152314;1002,216797;317,9969577;179,670428;1840,415972
classic pop and rock;Belbury Poly;The New Mobility;-12,381;126,571;4;0;1;296,12363;42,30174242;-59,72203463;19,85429329;1,92655303;-1,198401515;-24,58923593;22,4316158;-9,761679654;4,471287879;-2,725762987;1,923800866;-3,088074675;20,89498263;2841,955545;4256,081448;892,1498039;838,0522422;536,5585656;355,4898299;439,6672111;704,0137953;276,4343358;163,6557824;385,6179621
classic pop and rock;Belbury Poly;Tangled Beams;-9,396;173,991;5;2;0;220,36853;46,32298813;25,31746818;5,149087379;7,56767206;51,25625674;-27,02741963;5,050961165;-5,09313808;-7,555666667;4,780206041;3,066820928;-23,68453182;7,132882152;1252,682568;1040,115791;607,8998923;873,0372745;534,6601325;670,409664;402,6721449;495,4216974;304,3584535;255,1364748;448,389189
classic pop and rock;Belbury Poly;Wetland;-16,47;122,988;4;10;1;121,49506;34,65211728;-79,23261728;-4,034305556;3,935191358;18,08887037;-2,903021605;-23,79820988;-6,087;-10,17229012;-6,459441358;6,690567901;-4,882345679;41,91669415;5657,015586;4777,573286;1615,316947;2387,572622;1269,685787;1032,334874;702,2070018;976,7261059;557,7277493;269,2134901;468,3269595
classic pop and rock;Belbury Poly;Scarlet Ceremony;-9,676;111,986;4;0;0;371,1473;44,82570928;-34,33327758;26,71624694;-0,948370403;-62,4628021;-12,21691243;15,84361471;1,136185639;-0,729425569;-7,309474606;-0,001357268;-12,85984151;24,37277896;3705,195458;608,1981024;530,9331278;1289,055638;414,3551983;643,214017;394,034413;355,6823486;325,245489;134,4630449;230,6251067
classic pop and rock;Belbury Poly;Lord Belbury's Folly?á;-15,749;72,419;4;0;1;193,56689;35,64033693;-150,9786871;-12,71865348;12,69284652;28,70423501;-20,40584772;2,391441247;12,35691487;0,063288969;-2,112642686;11,7123729;7,619922062;56,50393834;8652,430847;2868,630715;1317,377824;987,6178385;594,6394172;608,2610019;1432,955632;738,6834823;456,0827141;198,427915;774,3938217
classic pop and rock;Belbury Poly;Rattler's Hey;-10,913;119,341;4;5;0;220,62975;41,67817225;-19,05489282;51,88314641;39,53272536;21,96660383;-7,867790431;31,10055215;12,62827751;-2,208926316;-1,606031579;3,542369378;-0,508335885;19,51581736;3845,337533;3884,228482;1241,482863;1936,150104;1206,234126;1470,740907;596,5725998;973,871181;523,8035791;365,4804716;799,6138069
classic pop and rock;Belbury Poly;The People;-20,148;139,383;3;0;1;302,34077;33,04648996;-130,1605984;42,07683333;-5,258198795;-20,36021285;-22,85831325;6,979795181;5,929220884;-6,799114458;-0,112417671;1,564704819;1,871096386;39,30030029;8148,310012;4282,238469;1124,711876;2431,803442;281,6070607;1022,908513;261,9192818;1539,001577;195,9520961;131,3797563;827,9449826
classic pop and rock;Belbury Poly;Owls and Flowers;-12,8;115,01;4;0;1;252,13342;41,5307551;-104,5077959;45,43067132;21,16346402;5,610387755;-22,16986466;29,20429323;-13,468058;-10,43211063;-14,96843287;5,264955961;-8,998341568;21,88932745;2842,175552;2667,256099;1039,112342;1521,405488;470,9642776;1000,816175;529,9180737;797,0442753;318,0815732;158,481585;381,240794
classic pop and rock;Belbury Poly;A Thin Place;-15,013;199,765;7;10;0;341,39383;39,4815061;-173,75525;30,24386585;-5,517578252;-6,198489837;-30,39801016;20,80318089;3,48761687;-20,29889634;-7,686180894;1,90534248;-16,28736179;13,41634812;5117,17242;1311,80048;463,2009962;1435,683983;214,2028414;1039,131272;342,4752924;649,3958287;186,932814;110,372338;502,0080692
classic pop and rock;Belbury Poly;Far Off Things;-8,583;99,944;4;2;0;274,62485;48,46260818;-3,102399736;56,01691161;-0,035151715;20,0118971;-31,89248153;-3,88653562;-7,308936675;23,9539248;5,530077836;4,297961741;3,642927441;8,655255787;1359,018977;782,6195195;224,3118595;727,6964303;108,8476206;402,0735181;200,8991287;181,2555562;122,0916678;53,69899851;247,2740203
classic pop and rock;Belbury Poly;Thorn;-11,8;154,163;4;7;1;254,71955;40,90637976;-86,47547059;9,848985294;6,419161765;-6,860079585;-23,87973097;19,98491869;-6,732274221;-15,8209974;-8,763027682;2,849566609;-1,091920415;32,85133;6997,175989;6518,510086;1789,966006;2197,499677;514,8019119;940,9306315;471,9218584;927,9339528;395,3651355;230,7929834;510,1214621
classic pop and rock;Belbury Poly;The Absolute Elswhere;-15,03;155,626;4;8;1;245,39383;35,41818443;-114,6275509;-0,031154491;9,008778443;22,56399162;-19,49841437;15,66132575;-16,34819042;-3,484778443;-9,030822754;4,838822754;-1,757325749;61,89006072;6304,360267;7783,148957;2424,683596;2003,115882;931,0174393;1135,038054;863,5255736;1175,330886;609,7033305;273,7790245;789,5595539
classic pop and rock;Belbury Poly;Wildspot;-15,587;170,119;1;10;0;85,002;36,97642978;-92,91191573;-56,8898736;-16,02150843;61,64217416;-3,821025281;-1,439969101;-4,833682584;-29,00214607;-0,856983146;1,820738764;9,68147191;35,79660187;5870,419461;4313,041456;2054,209847;1201,225175;1161,266219;741,7017769;1102,982617;969,7968155;911,9916358;219,076759;486,2418606
classic pop and rock;Belbury Poly;Monstroon;-8,864;146,649;4;0;1;267,02322;46,29989357;13,11770683;9,69999498;-11,0118243;-9,315559237;-33,12823494;-3,497286145;13,35909237;26,51718976;11,57136546;7,615757028;14,39361847;33,36360694;2545,366276;3817,076063;530,1715108;1433,361644;389,4297913;917,9630907;509,3447192;851,0745424;322,4516377;149,7360447;525,8102717
classic pop and rock;Belbury Poly;The Willows;-13,223;170,095;3;1;1;283,79383;39,71061532;-124,8341238;-1,002986643;7,746167409;-40,6991398;-7,236681211;-1,618913624;-3,642975067;4,715936776;-3,075178985;0,74462244;-0,175757792;29,48507878;3920,902334;1551,751098;1884,780514;1747,491249;1071,824004;1008,033526;406,375334;1255,336981;471,0407446;207,094793;916,6537298
classic pop and rock;Belbury Poly;Caermaen;-20,24;104,48;3;2;0;221,6224;34,5559883;-217,2669912;-14,89877778;-30,53857895;-5,773461988;-23,27446491;-20,39025146;1,754961988;-15,48254386;-10,85440351;1,560567251;-12,46662866;31,61905758;4629,929484;2835,156872;1138,626756;1184,559906;362,8606613;1342,155437;547,0909867;1385,145364;380,1673332;176,258901;813,7370818
classic pop and rock;Belbury Poly;Insect Prospectus;-10,426;190,201;4;5;0;306,59873;43,14648613;-99,66305873;-5,201267537;-0,661522838;19,44449347;-19,19883524;10,94228793;-11,85681403;14,78551713;-5,889608483;-0,743004894;10,53111175;21,00926419;5264,310373;3313,915266;978,7075013;1534,310251;609,0362999;960,2280287;466,8682729;1046,622155;337,282527;237,4264018;756,1604608
classic pop and rock;Belbury Poly;A Warning;-13,356;121,55;4;6;1;66,42893;40,28016327;-107,442852;46,11782143;2,822617347;-52,85914796;-15,1162398;37,0055051;4,527438776;-3,653790816;-12,67334184;0,921306122;23,49531122;37,95943057;5004,957151;1334,362938;856,7471458;1756,426623;281,8805715;630,3302531;496,7939949;941,6575569;245,7014102;246,0523142;1163,195676
classic pop and rock;The Stooges;Studio Dialogue (#9);-34,88;169,801;3;11;1;9,01179;15,10640741;10,68255556;-13,49066667;-12,73659259;32,68607407;-20,85133333;-5,009555556;18,16759259;-14,778;9,538518519;-6,554703704;-8,927148148;24,66100032;4738,62973;1091,207474;1277,927977;1919,577763;654,3856135;539,2357391;976,8838733;932,0878439;443,2944136;221,5155943;246,9721958
classic pop and rock;The Stooges;1970 (Take 1);-6,311;109,541;4;4;0;377,57342;49,28475398;-12,20406306;59,62309148;13,67080804;3,309746362;-24,85924602;10,98598129;11,02973943;14,54801109;1,681730423;5,964090783;1,787562024;9,873454599;814,8507303;984,92355;583,2157531;465,4034631;316,218634;320,0965815;201,8065211;261,325301;112,933536;124,7820315;202,6852081
classic pop and rock;The Stooges;Down On The Street (Take 2);-7,343;127,715;4;2;1;251,32363;46,05394555;8,06658534;3,865760209;15,04883665;-17,76071204;-4,414124607;14,16864188;8,839302618;12,07914136;-6,754536126;-1,060771728;12,13092042;25,81825565;2670,599385;1511,784998;1289,323417;970,5748638;975,9187229;307,8688402;306,7647774;213,7430651;379,8634157;396,5754177;206,2371709
classic pop and rock;The Stooges;Studio Dialogue (#16);-34,839;162,13;1;6;1;7,65342;13,04463158;27,73105263;9,565421053;-15,62094737;36,09926316;-19,02326316;-5,174315789;17,00947368;-34,52873684;7,982;-3,598105263;17,06047368;33,40942202;3647,786921;854,1726937;799,7426907;701,6291167;559,964044;525,0492524;491,6356992;968,4081795;439,220726;40,47350852;355,4197648
classic pop and rock;The Stooges;Studio Dialogue (#11);-18,797;86,195;4;4;1;11,28444;22,04828571;5,639542857;-5,859342857;32,07025714;18,1428;11,63962857;-10,02054286;27,77645714;-21,5136;8,4098;-6,945657143;0,802428571;74,10085123;3842,323263;1429,807031;5896,555393;635,7685957;4054,408658;946,565676;1246,716292;421,2232474;534,4015073;883,5816986;286,0025373
classic pop and rock;The Stooges;Lost In The Future (False Start -#2);-9,974;99,287;3;2;1;70,5824;42,84498701;-10,05349351;82,10994805;21,4896039;-26,84103896;-3,988214286;12,23706494;-7,240435065;1,441506494;-12,24657143;-2,285714286;-8,524876623;36,22538866;1677,65334;1193,589549;961,7946986;750,1041191;513,60971;413,2255179;502,7369341;294,7044727;336,1354899;138,8467958;148,2204113
classic pop and rock;The Stooges;T.V. Eye (Take 11);-7,785;89,931;1;9;1;256,44363;47,96364927;13,40179332;22,98163048;0,844294363;-15,72258142;-23,56392484;11,77926722;11,07924113;12,18840292;-2,436401879;6,243758873;11,28515866;13,83425851;805,8100852;2103,448822;667,6942446;392,9918325;260,9104179;359,3507034;190,1519671;237,4929065;173,628272;167,9693183;194,5510639
classic pop and rock;The Stooges;Loose (Take 19);-6,128;133,059;1;11;0;217,57342;49,06238773;-14,74870061;64,38995828;16,08702331;-45,4239816;-12,68459141;13,92620368;6,710089571;9,980015951;-8,448390184;5,13836319;1,739557055;5,371718844;420,2262123;688,0948065;520,7370312;432,8612574;278,416812;210,4092197;191,311838;142,6423603;136,480876;129,0598526;118,4425925
classic pop and rock;The Stooges;1970 (Take 1);-5,626;110,77;4;4;0;327,36608;50,57621759;21,90853796;44,30176389;1,810432407;-3,507865741;-24,10787685;6,772196296;7,270914815;12,15983611;0,358337963;4,885707407;7,560746296;10,57739098;679,219122;786,64302;556,60447;408,6985197;265,0456507;274,2869584;204,7314641;234,7302626;145,648483;99,8013666;239,6464351
classic pop and rock;The Stooges;Freak (Take 1);-5,691;91,606;5;2;1;1045,2371;50,71082383;20,65988044;60,45621546;3,291047317;-18,32998564;-27,12765695;7,209421631;1,622630334;11,19058809;4,750415716;1,024240389;2,359321504;19,07618154;1698,100152;1251,593312;467,2901173;749,2000963;188,2507379;499,1170817;186,6985349;348,2089392;125,6565279;102,8999115;426,3401758
classic pop and rock;The Stooges;Studio Dialogue (#8);-23,45;56,854;1;9;1;11,67628;20,94483333;-30,18006667;-19,00316667;6,545266667;-6,0843;-9,115066667;22,91643333;26,94486667;-29,2984;10,4179;-11,08396667;-15,05533333;51,82340067;2682,143147;1619,050615;3552,8489;606,7600428;2279,822987;1733,207933;700,9635961;536,3603359;599,0368181;290,38068;369,3561678
classic pop and rock;The Stooges;Loose (False Start Take 3);-7,621;132,606;1;9;1;25,5473;47,79260976;-6,120170732;78,83536585;9,65804878;-0,271682927;-18,57773171;2,9215;0,488182927;28,73326829;3,582719512;2,712463415;5,434597561;24,92954787;639,8979202;773,8724539;1092,691798;316,6823747;375,5761336;218,9952707;166,3455847;206,0267069;247,8966583;93,16885696;105,5352873
classic pop and rock;The Stooges;Studio Dialogue (#17);-34,539;134,75;4;11;0;12,22485;18,53956667;34,11076667;22,6043;-4,9653;13,47703333;-11,49553333;8,0023;27,53456667;-35,19626667;3,9739;-1,8906;15,07763333;14,72241111;3001,188318;848,7315597;1034,827311;827,0722645;736,3293373;922,8872902;754,5386831;476,4600122;386,7246557;221,1838759;224,5698197
classic pop and rock;The Stooges;Studio Dialogue (#32);-23,756;70,613;4;0;1;38,21669;22,949072;27,126912;30,490984;-2,624176;38,548016;7,507088;-11,960144;18,906224;-25,981328;7,791296;-9,335072;12,099744;72,21094659;3501,207221;1424,666833;2816,843622;1016,205617;1610,094788;838,066032;1386,125693;673,6196191;590,1704326;463,8318264;338,0775192
classic pop and rock;The Stooges;Loose (Take 2);-6,28;87,859;1;2;1;220,99546;49,26716332;-0,514013819;52,92447111;7,866930905;-4,812488693;-22,87531658;16,97184171;3,111667085;20,82154774;-2,442611809;2,398737437;8,11418593;13,75843153;453,166258;618,8760194;470,3038465;277,5431657;254,2123881;266,7038869;173,5543107;198,9052312;123,6872973;120,0054761;162,966827
classic pop and rock;The Stooges;1970 (Take 7);-3,587;111,276;4;0;1;346,33098;52,57719818;2,589581818;50,57678364;1,913477273;-7,075281818;-23,26313636;6,642001818;3,612170909;3,4968;-2,098488182;4,804975455;6,917782727;13,27482417;702,2669564;772,4008886;395,454007;402,8736101;231,1030442;277,8228856;199,8585903;266,7937536;130,002632;111,1522222;257,9587702
classic pop and rock;The Stooges;Down On The Street (False Start Take 14);-6,517;87,07;4;9;0;130,40281;45,68154772;7,642093361;1,353578838;19,69364523;-18,70094813;4,84390249;10,73783817;10,54896681;9,492553942;-7,031122407;-1,321082988;11,26452905;47,50068875;3202,208039;1349,792765;1429,98944;1026,358043;1066,282757;275,9170283;387,6293532;185,0108619;503,252565;478,367572;176,789364
classic pop and rock;The Stooges;Down On The Street (False Start Take 7);-9,513;129,453;1;0;1;17,81506;35,68227451;41,69345098;-16,86858824;34,27433333;13,57152941;-4,452254902;5,637294118;25,85439216;-0,543941176;0,917705882;-0,802372549;9,749843137;134,0646879;4486,175233;1617,146576;3939,642251;1664,487549;2725,713523;539,208252;957,4197596;403,0217018;457,0536538;692,574914;151,4502381
classic pop and rock;The Stooges;Studio Dialogue (#27);-19,919;69,473;1;11;1;17,60608;18,37511429;33,43328571;-7,9618;-8,4262;18,25448571;-13,27448571;5,6128;16,59371429;-2,595257143;13,67188571;-9,956;8,737514286;109,5921016;4280,913987;2834,423887;2047,515077;718,3578693;2830,118507;509,9906754;710,166674;670,9452988;647,9435723;571,5270993;251,9921313
classic pop and rock;The Stooges;Down On The Street (False Start Take 9);-6,063;88,242;1;4;1;25,62567;42,68690909;8,077727273;3,179666667;34,36028788;-3,365545455;12,73925758;11,12704545;12,97383333;11,03334848;-0,134045455;-3,472893939;19,46509091;100,1187127;4725,973922;2681,498729;4879,628194;1435,039627;1616,701374;429,9416839;694,5943437;173,2002186;638,9614688;942,3211362;168,8662371
classic pop and rock;The Stooges;T.V. Eye (Take 12);-6,69;88,125;1;2;1;286,09261;48,95602724;31,58709339;30,4998142;3,672893969;-13,27632879;-25,75168385;6,745476654;10,99925292;17,9313677;1,265266537;6,510508755;10,09265661;13,74049751;862,2863961;2113,902204;671,9618474;503,5011846;299,4754754;379,3833757;208,8238254;306,5195822;165,4914328;164,6728512;237,8317933
classic pop and rock;The Stooges;Loose (Take 23);-4,193;132,714;1;4;1;221,98812;51,01343371;10,1742689;51,70294672;13,1531995;-12,98628872;-21,12100124;12,90939653;6,419622057;7,182522924;-5,384576208;4,373669145;0,073451053;12,99030353;453,0733307;573,2045148;446,0676818;324,2214183;305,732314;254,7330371;185,2199766;133,7626325;129,2872657;118,4470073;111,7354924
classic pop and rock;The Stooges;Studio Dialogue (#7);-26,511;78,724;1;9;1;34,06322;22,68952727;-58,05067273;-6,675136364;-10,50334545;10,75965455;-4,224327273;10,63894545;21,18178182;-17,85466364;7,662945455;-13,30533636;0,527890909;43,35671419;4080,702217;1736,639092;2468,299035;1138,571742;1326,472627;1062,637386;1052,104547;755,4883366;503,3196461;411,4524819;268,5981577
classic pop and rock;The Stooges;Freak (Take 2);-8,03;144,464;1;9;1;295,02649;48,33363863;36,34226896;58,87992417;6,48392891;-39,90600948;-24,8340782;9,056199052;0,30749763;-0,329415877;1,289953791;2,621882701;8,885080569;18,92007372;866,6446596;730,4452915;315,4762686;671,1233846;219,6994042;447,0215815;170,383313;325,9156504;89,93131474;74,66188248;325,3068499
classic pop and rock;The Stooges;Fun House (Take 1);-7,797;130,21;4;11;0;603,27138;45,54717335;-2,717714154;33,2105325;28,58849101;-22,4395823;-4,505748271;10,61482296;19,54116644;-8,241348087;-7,050215768;6,43104887;-6,081235131;19,64409824;1524,990774;2264,940803;1289,530921;1060,742008;1106,37532;399,3863459;496,6320409;192,8282677;252,9863119;335,536682;299,0630815
classic pop and rock;The Stooges;Down On The Street (False Start Take 2);-6,969;126,641;4;11;0;211,35628;45,74699239;-39,37908883;32,79017259;35,68961802;-9,203173858;-6,126767767;11,76756345;6,659791878;-2,174449239;-6,733408629;5,834432741;3,22355203;22,82306403;2720,931035;1059,468324;1872,361141;761,8218061;1218,059524;349,6675927;280,6727509;235,3625153;197,5269884;381,1473348;130,6736738
classic pop and rock;The Stooges;Studio Dialogue (#26);-19,585;67,03;4;0;1;16,92689;29,71137879;-21,76701515;-28,03869697;18,85660606;-18,43095455;-1,107757576;-0,301;23,40093939;5,216272727;8,123818182;3,264287879;13,3929697;46,26935805;5222,016728;1906,740899;1629,963651;880,0000563;2118,790655;781,7517373;769,3762594;559,6236984;369,6158372;506,7743548;101,2692689
classic pop and rock;The Stooges;Studio Dialogue (#19);-22,115;100,353;3;11;0;43,91138;24,54528671;25,36004196;29,035;3,236594406;40,22651049;-0,451118881;-13,61105594;18,42832867;-17,33347552;9,374951049;-5,219055944;13,51490909;79,79971427;4153,174621;1219,162464;2936,152325;1120,394954;940,3286381;777,245957;1413,680517;580,3130308;620,8967005;548,2578484;320,0758341
classic pop and rock;The Stooges;Lost In The Future (False Start -#1);-10,77;26,663;4;0;1;27,0624;41,33987273;-13,28298182;77,31625455;22,69018182;-32,39978182;-2,077436364;9,247890909;-1,976836364;7,055036364;-4,207072727;-3,002745455;-13,37487273;44,85259997;2194,077983;1562,722432;1248,669591;817,1448593;462,2295997;466,1813045;454,6180879;272,2506993;270,8386602;182,5276663;206,0990499
classic pop and rock;The Stooges;T.V. Eye (Take 3);-6,862;132,595;1;9;1;328,9073;48,99533728;8,316276416;46,78001691;7,109504649;-26,60807101;-15,89178107;7,041372781;1,776528318;8,692052409;-5,473777684;2,795337278;4,91749366;11,47648264;1140,408475;1718,824872;512,1716439;510,7752783;361,4316607;393,0489976;190,8292604;204,8669101;164,1394535;154,539104;239,5955401
classic pop and rock;The Stooges;Down On The Street (False Start Take 11);-6,503;88,74;3;11;0;40,93342;44,70641818;-1,09389697;-20,5042303;34,92076364;-15,09146667;12,11938182;10,29849697;15,14855758;10,22285455;-4,984163636;-0,089363636;13,70948485;24,07575229;3838,109056;1577,462965;2189,429513;1080,805233;1509,141034;321,9277265;429,8545896;168,1942051;546,2692319;722,6236573;152,7168267
classic pop and rock;The Stooges;Dirt (Take 5);-6,445;74,742;1;5;1;399,93424;48,01309099;-8,367430631;17,24697568;7,908973874;0,065256757;-13,6156018;8,903417117;6,019810811;-2,272761261;-11,96454324;4,819871171;10,2137036;23,0730479;1857,266225;2250,763394;1051,487716;950,8805828;638,3811823;527,847484;454,9205609;401,7457276;226,005351;270,4698372;262,7947626
classic pop and rock;The Stooges;Loose (Take 27);-4,03;89,947;1;4;1;217,52118;51,93498761;2,612215613;57,38700867;10,77558116;-19,74041884;-22,25412268;18,10883024;7,707034696;4,790863693;-7,171624535;2,194903346;-7,746900867;7,249439507;526,2842804;463,3247065;371,8691084;345,9946067;206,0894821;195,7976595;196,6305255;136,7410979;126,5101683;82,4828477;143,3730154
classic pop and rock;The Stooges;Loose (Take 16);-6,194;131,346;1;4;1;223,29424;49,15013342;-0,194551461;65,28098602;14,94945997;-34,34879288;-16,63109022;14,81593393;8,468006353;3,675226175;-7,603297332;3,668936468;-1,680585769;6,563990164;423,3584183;570,6149768;635,2955687;424,4209614;277,2805019;203,9099135;199,2426963;158,6248758;123,161647;120,3460262;91,96289009
classic pop and rock;The Stooges;1970 (Take 5);-5,156;111,506;4;2;1;347,76771;50,59577057;1,470440665;48,84086076;8,312627373;-2,703369462;-19,80334494;17,48041297;7,839781646;-1,072412975;-5,213955696;4,229438291;6,194218354;14,03536412;1014,876372;696,3423136;603,4848762;488,0153645;334,272876;354,5722085;226,9834072;145,8186011;179,361411;147,0481683;259,318564
classic pop and rock;The Stooges;Studio Dialogue (#33);-15,892;63,227;1;11;1;30,01424;28,86982278;3,131670886;47,15787342;18,38031646;23,87673418;-0,379012658;20,99560759;20,63325316;-13,31178481;1,477177215;-0,759481013;6,578924051;111,7415192;3322,862252;3259,383507;2613,788165;1338,453524;2235,00402;861,3268488;893,6332658;511,1550451;510,3592503;453,3508616;341,1501515
classic pop and rock;The Stooges;Dirt (Take 3);-7,694;70,237;1;5;1;422,71302;46,72949111;-5,185625741;18,17916257;12,01415072;-11,50932599;-7,350591871;12,11029805;1,835337849;0,994786622;-15,43691956;4,966847587;13,62558764;23,71218719;1797,625618;2084,433303;1268,209977;795,2279446;889,8593691;452,632664;475,2185861;376,1035255;293,9484567;297,8281017;246,4303533
classic pop and rock;The Stooges;1970 (Take 2);-5,494;112,544;4;7;1;319,7122;50,48000917;20,79537122;40,27378552;-1,124668194;-9,19875802;-22,80463978;6,637750687;6,801666361;10,72486709;-0,466490376;4,324753437;13,50298808;9,605932451;782,4510393;734,4284908;457,407145;410,682687;252,7714679;288,9588818;188,8375348;262,3342827;120,0140553;137,4869704;327,2869707
classic pop and rock;The Stooges;Studio Dialogue (#6);-32,22;118,711;4;11;1;11,41506;16,629875;-7,117041667;2,2645;-7,8815;8,845291667;-21,903875;31,5445;24,00641667;-15,11795833;11,03529167;-9,650708333;-6,810666667;25,62718178;2559,799259;688,8328378;1081,879727;518,4267595;793,8075173;668,7394228;306,1664992;179,750043;361,7608331;188,2168478;205,3840571
classic pop and rock;The Stooges;Studio Dialogue (#15);-33,996;99,173;1;4;0;13,81832;14,08769444;13,90030556;3,824;-1,518388889;56,74325;-18,65605556;3,340888889;22,14769444;-24,83013889;13,18347222;-7,806916667;5,574027778;31,63678749;1693,125949;1450,237358;2965,028061;740,3763475;608,5081298;758,1307197;735,965775;310,7093208;372,5254965;198,0690157;307,4816482
